Bird, MEX, 07781693-7250-4330-b238-42905dca196f, 73, 9796, No update data, 9g3qx2s1hssq
Bird, MEX, 6f973326-a490-4575-9cd1-e967fb399dc6, 61, 8350, No update data, 9g3qrqhzxqr5
Bird, MEX, 41bfa786-5239-4f41-9e25-c6fe3fc0194c, 44, 5214, No update data, 9g3qrqhzxqcp
Bird, MEX, c7347c86-5bb4-4229-8a48-61fbb547a686, 97, 14362, No update data, 9g3qrqkb8zeg
Bird, MEX, f59e4552-9453-4f81-8420-b4e2e304de45, 100, 14062, No update data, 9g3qrqkbb80y
Bird, MEX, d956d802-984e-4be8-84bb-217f6742db29, 100, 14062, No update data, 9g3qrqkb8t8z
Bird, MEX, 265c5619-b12b-4286-a93b-f59c3e55e313, 78, 10586, No update data, 9g3qrqk8z8s0
Bird, MEX, 2f7b47db-693b-4c28-bced-c798d3acb1be, 100, 14062, No update data, 9g3qrqkb85t9
Bird, MEX, 98dbed4d-efe3-4aca-824d-96fc780a875f, 100, 14062, No update data, 9g3qrqk8xurr
Bird, MEX, e77b8a53-2c31-4916-ae03-53c361027af7, 74, 9954, No update data, 9g3qrqerbr7u
Bird, MEX, d713eea1-e592-43c0-94d8-dce528facd5b, 73, 9796, No update data, 9g3qrtbyz8s2
Bird, MEX, da8f1f4b-bcce-449b-8265-12f927694945, 75, 10688, No update data, 9g3qrmzkk8gr
Bird, MEX, 9ee78387-2edb-422d-8543-4f28f1d82e92, 43, 5056, No update data, 9g3qrqhnyp9j
Bird, MEX, b762081f-13a9-4e84-9217-03e481d1a0cd, 100, 14062, No update data, 9g3qrqh9sc16
Bird, MEX, bc6602e9-94fa-4944-a9ae-82a7ebe4e080, 100, 14062, No update data, 9g3qrqh9s2y2
Bird, MEX, 05eaa425-65c3-4368-8923-daa7b662762a, 99, 14696, No update data, 9g3qrqh9kg1m
Bird, MEX, 3b81a7a1-e651-4db1-9b96-fc17ab0bae4a, 85, 11692, No update data, 9g3qrqdg9bb2
Bird, MEX, 6bb32e49-e86c-4e57-a7e5-5c020bea363e, 100, 14062, No update data, 9g3qrqh9k3bj
Bird, MEX, 143d0a31-d8f4-4ad8-9b34-8446412ad3a4, 100, 14062, No update data, 9g3qrq6ukfpx
Bird, MEX, cddf1b28-4863-4c52-a305-811b2c47c640, 100, 14062, No update data, 9g3qrq6uk8ur
Bird, MEX, b790572f-cf60-42b9-8b5f-deecd49267e4, 100, 14863, No update data, 9g3qrq6uh6qp
Bird, MEX, 1a108a8c-4379-452a-b475-670a843ee147, 100, 14062, No update data, 9g3qrq6guwkm
Bird, MEX, 39e18947-f009-44cf-8173-6eaef983292f, 71, 9480, No update data, 9g3qrq6gf2cf
Bird, MEX, 10daae24-dd33-4d3d-8473-8dcfe850040a, 88, 12859, No update data, 9g3qrq5ptsqp
Bird, MEX, 6dbd3d59-25b9-41a8-bb9e-a3364ed04f95, 67, 9352, No update data, 9g3qrqdnp45v
Bird, MEX, 7ca1b0a9-a396-43f9-ad1f-7f688130bedb, 48, 5846, No update data, 9g3qrq5phr2n
Bird, MEX, 45af8c65-0a67-4efb-9d45-81ecff8e639e, 91, 12640, No update data, 9g3qrqdhhuxs
Bird, MEX, 05104e7d-b6f2-4eb7-8573-eab5740cdb77, 79, 10744, No update data, 9g3qrq5n4r9z
Bird, MEX, 6a262739-cc30-41eb-84f5-f2b68379fde2, 74, 9954, No update data, 9g3qrq6r5hwk
Bird, MEX, e622fd1a-d9cb-4d37-86ca-9c406454428c, 92, 12798, No update data, 9g3qrq4z633c
Bird, MEX, f98b0f6e-111f-4b75-8924-0dbb8c4667e8, 44, 5214, No update data, 9g3qrtg0wxfu
Bird, MEX, fe73250f-5251-42ad-8df6-2c77448024ed, 84, 11534, No update data, 9g3qrt89g3ex
Bird, MEX, aeb98c9f-3c95-45c1-a08c-14eb0b18719c, 81, 11060, No update data, 9g3qrt89epbk
Bird, MEX, 2363cb12-8a83-4bf1-ade2-6ffb6a842db8, 99, 14696, No update data, 9g3qrmggkmyq
Bird, MEX, 54b1a86c-c575-47f6-bb33-0dd4c0dd78bd, 49, 6004, No update data, 9g3qrtg0wfw5
Bird, MEX, 45140a98-0b34-4367-96e9-1a90cd0caa58, 100, 14062, No update data, 9g3qrmggk6w3
Bird, MEX, ac90b4f8-4ec5-4ed2-bb64-605c07442409, 100, 14062, No update data, 9g3qrmgghts6
Bird, MEX, 48f487c9-7e3a-43c4-a61a-cc9daeba6c73, 89, 13026, No update data, 9g3qrmfx9fyt
Bird, MEX, dd263f9b-e826-40e8-95ce-ec046bfda15e, 88, 12859, No update data, 9g3qrmfx3cwe
Bird, MEX, c93d0e35-6777-47f8-98e3-26a7a42c30d8, 82, 11857, No update data, 9g3qrmfx3bn9
Bird, MEX, c5c55843-5efd-41a5-bb9e-86946664f52f, 83, 12024, No update data, 9g3qrmfx38et
Bird, MEX, ce1f1ce0-811e-41ab-a401-d4e2dc8fb94a, 61, 8350, No update data, 9g3qrmfx1ubq
Bird, MEX, b60d6668-80e3-47ba-91e7-b8b1179755f2, 100, 14062, No update data, 9g3qrmfwff7k
Bird, MEX, 05657a08-52fb-4b54-9e31-d3cf41b3234c, 100, 14062, No update data, 9g3qrmfwfc7q
Bird, MEX, 30b86e43-c8a7-4bfa-bf10-588a81a365d1, 100, 14062, No update data, 9g3qrmfwfdmh
Bird, MEX, f5bb2c98-ad19-4529-836c-e787ae9db10b, 84, 12191, No update data, 9g3qrmfx1km6
Bird, MEX, 6d4e2f6f-557c-41c1-b0ec-dfe9eda61b65, 100, 14062, No update data, 9g3qrmfwdxvh
Bird, MEX, 1be2227c-68d1-460d-83a5-a46ca069665a, 73, 9796, No update data, 9g3qrmqns28p
Bird, MEX, 246f722b-eb9f-4668-8ff8-01fd8d28a872, 94, 13861, No update data, 9g3qrmse13jq
Bird, MEX, d0066651-47ea-4a6e-840b-f63c5f32ba04, 84, 11534, No update data, 9g3qrmqne81g
Bird, MEX, db1c2d5e-da0d-4cf8-8ef9-6faa76b0e819, 100, 14863, No update data, 9g3qrmfwd31c
Bird, MEX, 3ffd623d-8224-4c44-b149-422a6040376c, 100, 14863, No update data, 9g3qrmshs9ur
Bird, MEX, 70c01e06-41bd-4ca5-998b-59aa9ca0fb83, 100, 14863, No update data, 9g3qrmshs5e1
Bird, MEX, 09b4b3b1-fb6a-4e2b-a65c-cb1e43f092da, 100, 14863, No update data, 9g3qrmshe919
Bird, MEX, 65f13d3f-0b2d-4f4a-8c16-f491737010a8, 99, 14696, No update data, 9g3qrmsh7pnw
Bird, MEX, dafcaa29-caa8-41d0-813d-1e39084f436f, 79, 10744, No update data, 9g3qx3gjz0k4
Bird, MEX, 0e602960-3823-46a0-8b1c-650471259a42, 21, 1580, No update data, 9g3qx19q143b
Bird, MEX, bda6de5c-c58a-4b74-aeb7-2b05d4abb4d0, 45, 5678, No update data, 9g3qx18vyf0q
Bird, MEX, a0623709-83d3-4f5f-abeb-067eee5c0082, 53, 7014, No update data, 9g3qwcxg0csu
Bird, MEX, ae849af2-c5ce-4d2d-b061-fa6264cbf88d, 45, 5678, No update data, 9g3qwcx5ppge
Bird, MEX, 45f9dd42-7b1f-46df-bf84-146799c2d977, 65, 8532, No update data, 9g3qwcxpje0w
Bird, MEX, b4ee5c76-ebf2-41ee-909c-6f1143e370b7, 48, 6179, No update data, 9g3qx413hwk4
Bird, MEX, 4aa46c81-c96e-4eac-8d0b-2fca3cd3b2d3, 46, 5530, No update data, 9g3qwcqht0jr
Bird, MEX, 78ff2669-7892-4dd0-9423-2a36aef20143, 46, 5845, No update data, 9g3qwcqhkss0
Bird, MEX, 1b8a309e-63ea-46ed-afc2-c482bb255bdc, 73, 10354, No update data, 9g3qwcmuqjph
Bird, MEX, 27e90f7b-5ddf-4e75-a60f-6a71aede8f52, 69, 9164, No update data, 9g3qwcjw8ews
Bird, MEX, e1044276-4101-4b4b-aa0c-2549aa30cb5a, 31, 3340, No update data, 9g3qwcjrt9b9
Bird, MEX, 0b274aa2-50b8-4505-821e-bb88825e13e3, 75, 10112, No update data, 9g3qwcwqk1dx
Bird, MEX, 3911178f-fb2b-4244-b422-974194caf6a6, 37, 4342, No update data, 9g3qwcjrsrty
Bird, MEX, 6d3564df-9967-4230-a67e-7f910c849694, 80, 11523, No update data, 9g3qwfnf8501
Bird, MEX, 8d2d6c8b-d6e4-4b6b-b269-cf041d7c4f9d, 91, 12640, No update data, 9g3qwch1ywf4
Bird, MEX, c3a1aade-a488-410e-8476-17d84253df44, 94, 13114, No update data, 9g3qwch4q0nu
Bird, MEX, 8a6939c0-2c55-4f76-9c4e-45ad21b28cc0, 69, 9164, No update data, 9g3qwfqg1h1s
Bird, MEX, b4964f59-f37a-4262-8c24-eb59188335e0, 73, 9796, No update data, 9g3qwc74m4m6
Bird, MEX, 39419235-3b55-45a4-926e-b1f0afd728ee, 48, 6179, No update data, 9g3qwb6ssf6h
Bird, MEX, 5af16d01-7548-471a-9f1e-1e23d5269276, 37, 4342, No update data, 9g3qwb4xv6f2
Bird, MEX, 9742e158-2cf8-486a-8711-ab79bacb7bb0, 56, 7515, No update data, 9g3qwbcbyj9f
Bird, MEX, 8c61a3be-3182-4870-a8d8-b9e57cbfd825, 42, 5177, No update data, 9g3qwc1c5gjt
Bird, MEX, 816a7ae2-712c-4a12-a98f-631393ffc650, 72, 9638, No update data, 9g3qwbcc7ctw
Bird, MEX, fdd288a7-646e-4c7e-a161-9ed324acdf16, 55, 7348, No update data, 9g3qwb9xfm96
Bird, MEX, ae1acd5e-47c5-44ab-b0f3-c5fbae204d43, 46, 5845, No update data, 9g3qwb9rfmzs
Bird, MEX, f74f84c8-55d4-4fcb-9cba-0bd078b98f4b, 82, 11857, No update data, 9g3qwc999by5
Bird, MEX, bac1a508-eaf3-4c61-8db6-a8dcbacc8351, 85, 12358, No update data, 9g3qwc3hq6m4
Bird, MEX, c7be0961-6581-4ef0-be95-fb7e46d4d71d, 56, 7110, No update data, 9g3qwb2yt6dq
Bird, MEX, 6978a15c-60cf-4eb3-a09a-ea551ca614d6, 64, 8851, No update data, 9g3qwb27k0dr
Bird, MEX, d123d9c6-17ad-4108-9a4d-ef6833b88f9a, 45, 5372, No update data, 9g3qwf10s9gc
Bird, MEX, 873f40df-774a-4cb8-8202-229c3196cff8, 48, 5846, No update data, 9g3qwb8n1h9x
Bird, MEX, 22b490a6-7536-43b4-922e-bf20a432a457, 80, 10902, No update data, 9g3qrnkkmtjc
Bird, MEX, 47af67ae-03d6-45c8-8f59-fac545134ad8, 75, 10112, No update data, 9g3qw9rer9hf
Bird, MEX, 988c3d81-c277-4e8a-999c-7e01594d3211, 53, 7014, No update data, 9g3qw9reqnyz
Bird, MEX, a3c55932-9e58-4251-8f6d-719da52ff25d, 78, 11189, No update data, 9g3qw9rc825p
Bird, MEX, b99f3466-68e6-4bd2-bd2c-86429f72e8b7, 71, 9480, No update data, 9g3qw9rn1f30
Bird, MEX, 0161682a-fe2c-4b4f-a81a-c047c58308ae, 65, 8532, No update data, 9g3qw9rj9x6u
Bird, MEX, 075c9e32-79ec-4a2b-a540-6a8557b794af, 57, 7268, No update data, 9g3qw9pz05y1
Bird, MEX, e8fe18aa-a80a-418e-9230-87e0f279bbe2, 39, 4676, No update data, 9g3qw9pz06g5
Bird, MEX, 27832700-3305-4b85-9520-288a36f957fa, 51, 6680, No update data, 9g3qw9ppchre
Bird, MEX, 7156ded4-e3f5-443d-8556-431c60a8c1ca, 65, 9018, No update data, 9g3qw9ppb1y5
Bird, MEX, 2c79c246-57ee-4cfd-8b48-325f523aad00, 51, 6320, No update data, 9g3qw9wn8nqn
Bird, MEX, 23eed705-6d97-4ace-800c-c259490e9eb7, 49, 6004, No update data, 9g3qw9tyz338
Bird, MEX, d05382fc-1c3e-4095-b8cb-dd745cbab617, 64, 8851, No update data, 9g3qwdn154vu
Bird, MEX, 12188955-4123-4376-b7a2-bfaa52d6b9ec, 64, 8374, No update data, 9g3qwdnxy81c
Bird, MEX, 6b4ae729-7a13-4b88-9e03-6cca4f169540, 74, 10521, No update data, 9g3qwdn11p4x
Bird, MEX, 28343c94-2dc3-413e-bc89-ba787ac16c59, 46, 5845, No update data, 9g3qw9p77fm6
Bird, MEX, 61178335-c425-4dd2-896f-0a07b49762b3, 45, 5678, No update data, 9g3qw9p6wd9y
Bird, MEX, d27e740e-f35b-4d04-b18a-6a9464f7f385, 55, 7348, No update data, 9g3qw9nw891m
Bird, MEX, e00077c7-e995-4ae6-a365-9ad2b6c3a172, 66, 9185, No update data, 9g3qw9nqt5m4
Bird, MEX, 03f0effc-3b13-4246-ab6e-b3e67a43fe73, 46, 5845, No update data, 9g3qw9t7xp7k
Bird, MEX, 8104c4a1-a00c-4fdb-8bdd-83c505add133, 39, 4676, No update data, 9g3qw9tkn11b
Bird, MEX, 9c7d2b58-d1e2-4023-9a82-24bc2cd0d462, 65, 9018, No update data, 9g3qw8zx1t4c
Bird, MEX, 0c16499b-c336-4a88-bd47-ea59bf5ca9aa, 36, 4175, No update data, 9g3qw9nc712u
Bird, MEX, a2f8a942-0dc2-4f47-b244-b89f2dbf4755, 39, 4676, No update data, 9g3qw9mb13mf
Bird, MEX, a159c76f-e44b-4b58-ab54-dbab8db68e84, 90, 12482, No update data, 9g3qw9jz46z7
Bird, MEX, 7cd247c0-ce8c-4b76-9910-109b5a42a8b3, 54, 7181, No update data, 9g3qwf9ddf4s
Bird, MEX, 3bb97d8c-9d40-4c4e-b563-8331da7feef0, 100, 14863, No update data, 9g3qw9ufzurg
Bird, MEX, a178cfcf-cb3c-42ae-9344-afc7a1a51924, 100, 14863, No update data, 9g3qw9ufzehs
Bird, MEX, 149d668d-3aab-4efd-a107-396b5f76ad38, 100, 14863, No update data, 9g3qw9ufwm7k
Bird, MEX, b1ef15f1-bc62-4fff-b980-febedf9eef6e, 100, 14863, No update data, 9g3qw9ufwm7k
Bird, MEX, 868cd308-66ec-4ea1-909b-c1cc192503a8, 100, 14863, No update data, 9g3qw9ufwm7k
Bird, MEX, 083453a3-d412-4620-8e34-9ea6e35d4bd6, 49, 6346, No update data, 9g3qwf8h7gm3
Bird, MEX, b83bebdb-5416-428d-bb8e-81a9c02c3655, 72, 10187, No update data, 9g3qw9m21g1j
Bird, MEX, 201151b2-67d1-40ac-b61b-c1ef817721e0, 74, 10521, No update data, 9g3qw9jrcvw4
Bird, MEX, b14afbfc-3de0-49bc-af50-8265693334b8, 100, 14062, No update data, 9g3qwdhzqzq6
Bird, MEX, d96de3dc-ca50-43d1-b5fd-f9e4fcd6f397, 100, 14062, No update data, 9g3qwdhzqzq6
Bird, MEX, 69d7f188-b3cb-4f89-bf1b-7670a2c12c23, 100, 14062, No update data, 9g3qwdhzwc0n
Bird, MEX, 80a1d41c-736c-454d-a8d6-903679db04eb, 100, 14062, No update data, 9g3qwdhzw3sb
Bird, MEX, 6ebc8aa1-6156-4a72-a3af-abb7f9d3e2d3, 100, 14062, No update data, 9g3qwdhzwhq9
Bird, MEX, b11e39f7-710d-412d-b2f6-b6eb9eb5fe32, 40, 4843, No update data, 9g3qw8y57dp0
Bird, MEX, 7edb39ba-7fb8-4a79-b8ec-7efdf8de6ea7, 52, 6847, No update data, 9g3qw8xq740b
Bird, MEX, c15baedd-74a8-43cf-9268-93c29b81e40a, 65, 9018, No update data, 9g3qw8xq5cm3
Bird, MEX, 9a566b27-e31e-4ed6-9097-b9812b0678f3, 72, 10187, No update data, 9g3qw8vedjhq
Bird, MEX, 1653c2c7-0b24-454d-9713-89d1383988ea, 44, 5214, No update data, 9g3qw8wsxrqe
Bird, MEX, 4c1a365c-7fc8-4f7e-bf2c-53dd89b5a511, 84, 12191, No update data, 9g3qw97u0sn5
Bird, MEX, 54edb8ca-e4d1-49aa-a370-2ecc570c1aa2, 83, 12024, No update data, 9g3qw97srupy
Bird, MEX, bf6a8092-c723-433f-b57e-ef629951d70d, 48, 5846, No update data, 9g3qw8v2z239
Bird, MEX, e996b990-b00b-4a5d-965f-37f210a85ebd, 93, 12956, No update data, 9g3qw8wep57r
Bird, MEX, f984be1e-7510-44b4-afc9-70a671a8cc99, 92, 12798, No update data, 9g3qw8wen0cz
Bird, MEX, 087ac2ec-0694-4a56-906a-e559feb44f4d, 100, 14863, No update data, 9g3qwd5etjt1
Bird, MEX, 4ad0921e-9398-4222-b8d4-2721da25af83, 100, 14863, No update data, 9g3qwd5esynv
Bird, MEX, 09f0e1a3-ba23-4f44-8fc2-97d75bf74bb6, 100, 14863, No update data, 9g3qwd5eucqb
Bird, MEX, 327eac52-ca72-409b-9a98-de4b68e55e4a, 100, 14863, No update data, 9g3qwd5es6wz
Bird, MEX, c758ca4e-0f21-4ad6-888a-e5311e613970, 90, 12482, No update data, 9g3qw8ufm1mh
Bird, MEX, 4af58471-1aee-4dd0-a650-c72109101201, 93, 12956, No update data, 9g3qw8ufhvqg
Bird, MEX, dfa1cab5-5ca6-449c-a595-00d280ef3f26, 96, 13430, No update data, 9g3qw8tqr618
Bird, MEX, 4e99b69e-e9d8-44e9-8ad4-a87d895b1448, 53, 7014, No update data, 9g3qw95uepqu
Bird, MEX, c0ff3d53-b8dd-4102-bc76-0adc1e445f89, 93, 12956, No update data, 9g3qw8tqq4n8
Bird, MEX, 75856d1b-80cd-44cb-b411-a9f2613e3b8b, 45, 5678, No update data, 9g3qwdse0x96
Bird, MEX, f2747d74-624c-4273-ba2c-cbbfc23a9008, 100, 14062, No update data, 9g3qwd5rv0vn
Bird, MEX, 35edefd6-84dd-4191-b2a8-36959e9be2c0, 100, 14863, No update data, 9g3qwd5rvnv5
Bird, MEX, 22203895-17cc-43d8-8c27-10c7f8015b52, 100, 14062, No update data, 9g3qwd5rsq0t
Bird, MEX, 34780509-5a09-4863-8557-a05b93dfe15b, 74, 9954, No update data, 9g3qw8u6196c
Bird, MEX, ad304588-c21c-4269-a18d-cea75276611f, 71, 10020, No update data, 9g3qw9d0ckmg
Bird, MEX, 1e10d47c-8071-4bfe-baea-c761e8b1d56b, 44, 5214, No update data, 9g3qwehcv3fj
Bird, MEX, c4bc7f85-b187-4d74-a7d8-43ec3ae0c1bb, 80, 10902, No update data, 9g3qwg6751ty
Bird, MEX, 3f90f5ae-7b64-49fb-9339-57a10e7939d0, 16, 835, No update data, 9g3qwddq6tv9
Bird, MEX, 15ed3336-9929-4828-a5b3-4d08ee6c156a, 51, 6320, No update data, 9g3qwddq2qdz
Bird, MEX, 9e9da557-3bee-4386-a28f-ac4c715e78f0, 66, 8690, No update data, 9g3qwe5vbvsk
Bird, MEX, 200f6a9c-7759-42a8-9ff5-7c1019ea0d47, 65, 8532, No update data, 9g3qwd3k3vbc
Bird, MEX, 95bee2d9-8621-47c3-9e33-33017e4f3adb, 44, 5214, No update data, 9g3qwe94dxjs
Bird, MEX, b84172a8-9455-409f-a948-d1c79a923c6e, 72, 10187, No update data, 9g3qw6zp083n
Bird, MEX, 48c8c960-1c8b-47db-8c78-e28b365e1e43, 52, 6847, No update data, 9g3qrnkenf0t
Bird, MEX, daec80e4-e554-4406-89b8-e589ba0dfab6, 29, 3006, No update data, 9g3qrnkenb29
Bird, MEX, 3364dc14-a88e-4ced-b774-a6ce292c6431, 49, 6346, No update data, 9g3qrnkdyftw
Bird, MEX, 1a283a9c-d184-42c7-a11e-56c686496270, 71, 9480, No update data, 9g3qrnkdwy8t
Bird, MEX, f27921cb-e5bb-4029-8d0a-7200268dbb19, 44, 5214, No update data, 9g3qrn4b73um
Bird, MEX, 3c9d94dc-86a8-4bd7-82a5-8a68da1e71c8, 58, 7426, No update data, 9g3qrnnk2s2t
Bird, MEX, 47333cc1-a3d1-4ec9-91ca-d5c7c4f28d80, 88, 12166, No update data, 9g3qrjzvxqxh
Bird, MEX, 9d039618-f9bb-450f-84f3-8c8b65d46642, 88, 12166, No update data, 9g3qrmbjb0t2
Bird, MEX, 2534be95-c004-44f7-812d-56eca2cf1b4f, 100, 14863, No update data, 9g3qrq2100bm
Bird, MEX, a308ee29-e2e4-4ffd-8ee6-17b1b39a59af, 100, 14062, No update data, 9g3qrnrcpqbf
Bird, MEX, 489c5794-6319-4352-9987-ee16597f748c, 100, 14062, No update data, 9g3qrnrcpu42
Bird, MEX, 88f9dd53-9e1d-4e30-a614-2a879cd06398, 100, 14062, No update data, 9g3qrq210hm6
Bird, MEX, 1e3f0f90-b608-4121-aac2-ada709eced85, 69, 9686, No update data, 9g3qrq0kv2db
Bird, MEX, f218e6a1-765b-4ab1-a16a-76a5ea140f0e, 42, 4898, No update data, 9g3qrmbk9pd4
Bird, MEX, 95829365-2b67-4487-b9f8-9297da9c5add, 80, 10902, No update data, 9g3qrmb5hp6v
Bird, MEX, 46f58cb6-2ddd-48a0-8590-f6e0fdb5efbe, 100, 14863, No update data, 9g3qrmb42xwb
Bird, MEX, f4543d4d-55f6-455b-afa7-04deea8a721f, 100, 14863, No update data, 9g3qrmb42y7b
Bird, MEX, 2b582ac9-1639-4724-b710-8609b44b991a, 100, 14863, No update data, 9g3qrmb43q86
Bird, MEX, 0674d19c-f1a9-43c9-8dcf-670a27af5c61, 25, 2212, No update data, 9g3qrjy3v1hk
Bird, MEX, ea1b09ff-7d71-4bed-a59a-4c96d7ad2293, 90, 12482, No update data, 9g3qrmbx2k5d
Bird, MEX, 708056d2-5fdb-4282-8b82-d93ee42b5eec, 79, 10744, No update data, 9g3qrjxpcbw8
Bird, MEX, c65db4cc-5502-4bde-a18e-dab1f384ba9e, 93, 12956, No update data, 9g3qrjxp8gv5
Bird, MEX, b8df4af0-b87d-4ad0-8553-0b704652b208, 80, 10902, No update data, 9g3qrmb79327
Bird, MEX, 2d821e04-bf2b-4297-8376-a39fb506159e, 39, 4424, No update data, 9g3qrmbw2z5y
Bird, MEX, 540f24ac-608c-4b8f-8b57-3a9f5a2f48ac, 51, 6320, No update data, 9g3qrmbw37jj
Bird, MEX, 786652f0-a111-4e2b-a8fb-a6d46de346f5, 27, 2672, No update data, 9g3qrjxr1qb1
Bird, MEX, 5169d15d-aa04-4e5b-ba17-82fcaa05b522, 45, 5372, No update data, 9g3qrjxnufpd
Bird, MEX, 97fcdba5-050f-4f24-b69b-5a3c7ae73515, 38, 4509, No update data, 9g3qrjy2hfc2
Bird, MEX, a56a58da-4707-4746-beda-deaf1818496b, 62, 8058, No update data, 9g3qrjwxj9tb
Bird, MEX, ca8898ad-3252-45a8-a287-26d1b928805c, 88, 12166, No update data, 9g3qrjwwv7de
Bird, MEX, b611fe84-2df1-444f-9682-7b4aa0901864, 57, 7268, No update data, 9g3qrmb0mkdw
Bird, MEX, 8614de40-02ff-4eb3-973b-9ddb4018ae61, 80, 10902, No update data, 9g3qrmby4u50
Bird, MEX, e5f37027-f52c-46db-a502-53d76065d782, 80, 10902, No update data, 9g3qrmby7s9w
Bird, MEX, e19abb76-c72a-4a8f-8daa-611adcba3223, 80, 10902, No update data, 9g3qrjxhh3w0
Bird, MEX, abd6ebfc-3fa3-496b-a259-c5def4bf4d56, 63, 8216, No update data, 9g3qrnjqb7es
Bird, MEX, 0cca98cb-85a2-4072-9fd5-d77657c3cbe8, 100, 14863, No update data, 9g3qrq2qsbrw
Bird, MEX, 918117da-5017-4740-8210-e58402ddd53f, 100, 14062, No update data, 9g3qrq2qsg32
Bird, MEX, e5bea980-ba2a-43f9-8354-3fa02349f39b, 100, 14062, No update data, 9g3qrq2qsg96
Bird, MEX, 73cd5bed-517c-4e2f-b6ab-e1c29de7f38e, 78, 10586, No update data, 9g3qrjxgy3u2
Bird, MEX, 2deda658-907a-4f15-ac75-31743fe2f233, 87, 12692, No update data, 9g3qrmbcn5p6
Bird, MEX, 1ccedbad-8286-4690-8a8a-d7f0c651583e, 98, 14529, No update data, 9g3qrmbcpudk
Bird, MEX, 8df797e7-7b0e-48f8-a943-fea682f142f5, 34, 3841, No update data, 9g3qrmbbj26b
Bird, MEX, 674cb033-e034-4a31-ad45-c42915b47412, 98, 14529, No update data, 9g3qrmc0btqz
Bird, MEX, 2c189e49-e320-45cc-82f5-04bc6ef47708, 44, 5214, No update data, 9g3qrjuzx3nf
Bird, MEX, d2cd39ff-2626-440c-b87b-28bc06b7114c, 48, 5846, No update data, 9g3qrjuzx2yb
Bird, MEX, 04a6f288-0cd2-4b54-9783-1cd5a35802ec, 93, 13694, No update data, 9g3qrm8tysd9
Bird, MEX, 79f98856-febb-4b07-acf7-f526c3a7017e, 99, 14696, No update data, 9g3qrq16jmxf
Bird, MEX, bb408fae-c3fe-41ec-ae09-83b17621e49b, 100, 14863, No update data, 9g3qrq13vrxv
Bird, MEX, b0d07e3c-c87c-4787-920f-ae6bf71741a4, 98, 14529, No update data, 9g3qrmc0c3jk
Bird, MEX, a09f36ce-8514-4123-adc7-08b17822925a, 98, 14529, No update data, 9g3qrq16jejf
Bird, MEX, 4949bb9b-aaf0-40db-834e-375cd0e270bc, 98, 13746, No update data, 9g3qrm8ttghp
Bird, MEX, 3eab09b7-cf27-4220-8a5c-55ea802a0c00, 99, 14696, No update data, 9g3qrq16jcs0
Bird, MEX, 1a39eb17-eb93-4766-b443-56a5fdaad5ce, 100, 14062, No update data, 9g3qrm8twwds
Bird, MEX, 737a93a5-9124-4651-b889-5877abab4ba5, 76, 10855, No update data, 9g3qrjv25ms9
Bird, MEX, e41ea2ee-2848-4b98-ada6-389160e01ce1, 100, 14863, No update data, 9g3qrq16n59n
Bird, MEX, a5089e7f-e90d-46bd-b176-e13d235123f4, 100, 14863, No update data, 9g3qrq16n1c4
Bird, MEX, 80286e73-9030-477e-aa8c-1e9e25825ab6, 98, 13746, No update data, 9g3qrm8tw111
Bird, MEX, ae0bb54a-b82e-453f-9e26-d57fdd783a61, 100, 14863, No update data, 9g3qrm8twyvw
Bird, MEX, c1ff01e1-42c0-4589-8d37-39ab56ab55ef, 47, 5688, No update data, 9g3qrjv25d3q
Bird, MEX, 99895216-2334-44cd-94ad-37b36bad3d5b, 100, 14863, No update data, 9g3qrq16nnz6
Bird, MEX, e3858f13-6947-446b-b865-81a05998ef62, 98, 14529, No update data, 9g3qrq13ypxm
Bird, MEX, e55c5dda-1fc7-438f-8418-3b156d39c78a, 100, 14863, No update data, 9g3qrm8tqnx6
Bird, MEX, 1842616a-81b3-463c-a3f4-3fe535202967, 99, 14696, No update data, 9g3qrm8twc8t
Bird, MEX, 2f732cc2-7a1b-49ce-97fe-a751bc3de2bb, 98, 13746, No update data, 9g3qrm8twc2e
Bird, MEX, 975f991a-0ac9-4e8c-b752-cde8fdd3ec54, 81, 11060, No update data, 9g3qrmc0661z
Bird, MEX, a8bfc90c-a9e1-4be1-ab3f-1761a8e9625a, 98, 13746, No update data, 9g3qrm8syz8s
Bird, MEX, 05ce5f02-4e6d-446f-9391-8a5ad81d7628, 51, 6320, No update data, 9g3qrjtr9q24
Bird, MEX, c89a2bcd-f227-4564-9122-c0841bbbf4a5, 57, 7268, No update data, 9g3qrjtrbt2x
Bird, MEX, 25bb3299-c2db-4d35-836e-22aa7c63d68a, 62, 8058, No update data, 9g3qrjtrbs0x
Bird, MEX, 8d1d3010-c6c2-48a4-8d28-15293b9306fa, 62, 8058, No update data, 9g3qrjtrb25w
Bird, MEX, b3e49636-7ea3-4f6d-ad06-443d74e3f187, 67, 9352, No update data, 9g3qrjtsg401
Bird, MEX, 8a0efed6-b9b1-4a26-b1c4-00a35fc33057, 98, 13746, No update data, 9g3qrmc0jr6v
Bird, MEX, a26d3c47-db2b-4712-9433-76b1eb20c05a, 42, 5177, No update data, 9g3qrjtskq94
Bird, MEX, 8f6f297f-4e3a-46b8-93dc-86d8fc58223f, 55, 7348, No update data, 9g3qrjtscg23
Bird, MEX, 31c61409-febf-44d9-90f5-0e5e53876b5d, 64, 8374, No update data, 9g3qrjtsdpsf
